         JobID        JobName     Elapsed     TotalCPU Alloc   MaxRSS      State 
245739.extern  extern            00:01:09     00:00:00   320    1352K COMPLETED  
245739.0       emod3d-mpi        00:00:04    16:03.144   320   13240K CANCELLED  
245739.1       merge_P3-mpi      00:01:02     05:17:57   320  147716K COMPLETED  
245740         FWT_emod3d_sh+    00:01:03     05:01:40   320          COMPLETED  
245740.batch   batch             00:01:03    00:00.440    80   13216K COMPLETED  
245740.extern  extern            00:01:04     00:00:00   320    2876K COMPLETED  
245740.0       emod3d-mpi        00:00:02    02:56.068   320   13236K CANCELLED  
245740.1       merge_P3-mpi      00:00:59     04:58:43   320  143256K COMPLETED  
245741         FWT_emod3d_sh+    00:02:09     10:22:10   320          COMPLETED  
245741.batch   batch             00:02:09    00:29.760    80   12252K COMPLETED  
245741.extern  extern            00:02:10     00:00:00   320    1352K COMPLETED  
245741.0       emod3d-mpi        00:00:47     03:41:23   320   15672K COMPLETED  
245741.1       merge_P3-mpi      00:01:17     06:40:17   320  145356K COMPLETED  
245742         FWT_emod3d_sh+    00:01:43     08:14:13   320          COMPLETED  
245742.batch   batch             00:01:43    00:29.784    80   13208K COMPLETED  
245742.extern  extern            00:01:43     00:00:00   320    1348K COMPLETED  
245742.0       emod3d-mpi        00:00:45     03:31:26   320   15668K COMPLETED  
245742.1       merge_P3-mpi      00:00:55     04:42:17   320  143768K COMPLETED  
245743         FWT_emod3d_sh+    00:01:39     07:45:22   320          COMPLETED  
245743.batch   batch             00:01:39    00:29.784    80   13204K COMPLETED  
245743.extern  extern            00:01:39     00:00:00   320    1352K COMPLETED  
245743.0       emod3d-mpi        00:00:39     02:54:48   320   15716K COMPLETED  
245743.1       merge_P3-mpi      00:00:57     04:50:04   320  143776K COMPLETED  
245744         FWT_emod3d_sh+    00:01:39     07:52:39   320          COMPLETED  
245744.batch   batch             00:01:39    00:29.588    80   13224K COMPLETED  
245744.extern  extern            00:01:40     00:00:00   320    1352K COMPLETED  
245744.0       emod3d-mpi        00:00:39     03:02:47   320   15688K COMPLETED  
245744.1       merge_P3-mpi      00:00:57     04:49:22   320  143780K COMPLETED  
245745         kernel_shot_i+    00:02:04    01:12.980    80          COMPLETED  
245745.batch   batch             00:02:04    00:00.160    80   13096K COMPLETED  
245745.extern  extern            00:02:04     00:00:00    80    1348K COMPLETED  
245745.0       python            00:02:03    01:12.820     1 3540542+ COMPLETED  
245746         kernel_shot_i+    00:02:12    01:13.428    80          COMPLETED  
245746.batch   batch             00:02:12    00:00.160    80   13048K COMPLETED  
245746.extern  extern            00:02:12     00:00:00    80    1348K COMPLETED  
245746.0       python            00:02:12    01:13.268     1 3540576+ COMPLETED  
245747         adj_test.sl       00:00:01    00:00.520    80          COMPLETED  
245747.batch   batch             00:00:01    00:00.164    80    3744K COMPLETED  
245747.extern  extern            00:00:01     00:00:00    80       4K COMPLETED  
245747.0       python            00:00:01    00:00.356     1    3724K FAILED     
245748         adj_test.sl       00:00:06    01:02.108    80          COMPLETED  
245748.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245748.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245748.0       python            00:00:05    01:01.944     1    3728K COMPLETED  
245749         adj_test.sl       00:00:06    01:00.348    80          COMPLETED  
245749.batch   batch             00:00:06    00:00.168    80    3744K COMPLETED  
245749.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245749.0       python            00:00:05    01:00.180     1    3724K COMPLETED  
245750         adj_test.sl       00:00:05    00:44.904    80          COMPLETED  
245750.batch   batch             00:00:05    00:00.160    80    1664K COMPLETED  
245750.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245750.0       python            00:00:05    00:44.744     1    3724K COMPLETED  
245751         FWT_emod3d_sh+    00:01:38     08:04:56   320          COMPLETED  
245751.batch   batch             00:01:38    00:00.428    80   12252K COMPLETED  
245751.extern  extern            00:01:38     00:00:00   320    1348K COMPLETED  
245751.0       emod3d-mpi        00:00:04    15:53.900   320   13240K CANCELLED  
245751.1       merge_P3-mpi      00:01:31     07:49:02   320  145872K COMPLETED  
245752         FWT_emod3d_sh+    00:01:34     07:23:16   320          COMPLETED  
245752.batch   batch             00:01:34    00:00.768    80   13208K COMPLETED  
245752.extern  extern            00:01:34     00:00:00   320    1352K COMPLETED  
245752.0       emod3d-mpi        00:00:34     02:32:03   320   47500K COMPLETED  
245752.1       merge_P3-mpi      00:00:57     04:51:12   320  143000K COMPLETED  
245753         FWT_emod3d_sh+    00:01:36     07:35:40   320          COMPLETED  
245753.batch   batch             00:01:36    00:00.740    80   13204K COMPLETED  
245753.extern  extern            00:01:36     00:00:00   320    1348K COMPLETED  
245753.0       emod3d-mpi        00:00:39     03:00:15   320   15756K COMPLETED  
245753.1       merge_P3-mpi      00:00:54     04:35:23   320  144040K COMPLETED  
245754         FWT_emod3d_sh+    00:01:31     07:06:48   320          COMPLETED  
245754.batch   batch             00:01:31    00:00.752    80   13224K COMPLETED  
245754.extern  extern            00:01:31     00:00:00   320    1352K COMPLETED  
245754.0       emod3d-mpi        00:00:34     02:30:42   320   96724K COMPLETED  
245754.1       merge_P3-mpi      00:00:54     04:36:05   320  144308K COMPLETED  
245755         kernel_shot_i+    00:01:28    01:10.772    80          COMPLETED  
245755.batch   batch             00:01:28    00:00.160    80   13096K COMPLETED  
245755.extern  extern            00:01:28     00:00:00    80     748K COMPLETED  
245755.0       python            00:01:27    01:10.612     1 3538214+ COMPLETED  
245756         kernel_shot_i+    00:01:29    01:12.032    80          COMPLETED  
245756.batch   batch             00:01:29    00:00.160    80   13048K COMPLETED  
245756.extern  extern            00:01:29     00:00:00    80     748K COMPLETED  
245756.0       python            00:01:28    01:11.872     1 3538214+ COMPLETED  
245757         kernel_shot_i+    00:01:30    01:12.292    80          COMPLETED  
245757.batch   batch             00:01:30    00:00.152    80   13036K COMPLETED  
245757.extern  extern            00:01:30     00:00:00    80    1348K COMPLETED  
245757.0       python            00:01:29    01:12.140     1 3456169+ COMPLETED  
245758         kernel_shot_i+    00:01:27    01:09.536    80          COMPLETED  
245758.batch   batch             00:01:27    00:00.164    80   13112K COMPLETED  
245758.extern  extern            00:01:27     00:00:00    80     748K COMPLETED  
245758.0       python            00:01:26    01:09.372     1 3538214+ COMPLETED  
245761         FWT_emod3d_sh+    00:01:32     07:10:43   320          COMPLETED  
245761.batch   batch             00:01:32    00:29.616    80   40884K COMPLETED  
245761.extern  extern            00:01:32     00:00:00   320    1352K COMPLETED  
245761.0       emod3d-mpi        00:00:31     02:19:03   320  152424K COMPLETED  
245761.1       merge_P3-mpi      00:00:57     04:51:10   320  143508K COMPLETED  
245763         FWT_emod3d_sh+    00:01:46     08:22:41   320          COMPLETED  
245763.batch   batch             00:01:46    00:29.588    80   13204K COMPLETED  
245763.extern  extern            00:01:47     00:00:00   320    1348K COMPLETED  
245763.0       emod3d-mpi        00:00:41     03:10:06   320   15688K COMPLETED  
245763.1       merge_P3-mpi      00:01:01     05:12:05   320  146416K COMPLETED  
245764         FWT_emod3d_sh+    00:01:46     08:24:02   320          COMPLETED  
245764.batch   batch             00:01:46    00:29.740    80   13200K COMPLETED  
245764.extern  extern            00:01:47     00:00:00   320    1348K COMPLETED  
245764.0       emod3d-mpi        00:00:39     02:59:11   320   15680K COMPLETED  
245764.1       merge_P3-mpi      00:01:03     05:24:21   320  148268K COMPLETED  
245765         FWT_emod3d_sh+    00:01:39     07:45:38   320          COMPLETED  
245765.batch   batch             00:01:39    00:29.724    80   13224K COMPLETED  
245765.extern  extern            00:01:39     00:00:00   320    1352K COMPLETED  
245765.0       emod3d-mpi        00:00:38     02:53:51   320   15628K COMPLETED  
245765.1       merge_P3-mpi      00:00:57     04:51:17   320  144032K COMPLETED  
245766         FWT_emod3d_sh+    00:01:40     07:55:08   320          COMPLETED  
245766.batch   batch             00:01:40    00:29.600    80   13268K COMPLETED  
245766.extern  extern            00:01:40     00:00:00   320    1348K COMPLETED  
245766.0       emod3d-mpi        00:00:39     03:02:05   320   15692K COMPLETED  
245766.1       merge_P3-mpi      00:00:57     04:52:33   320  150368K COMPLETED  
245767         FWT_emod3d_sh+    00:01:43     08:12:32   320          COMPLETED  
245767.batch   batch             00:01:43    00:29.668    80   13216K COMPLETED  
245767.extern  extern            00:01:43     00:00:00   320    1348K COMPLETED  
245767.0       emod3d-mpi        00:00:40     03:05:21   320   15704K COMPLETED  
245767.1       merge_P3-mpi      00:01:00     05:06:41   320  148536K COMPLETED  
245768         adj_test.sl       00:00:05    01:03.052    80          COMPLETED  
245768.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
245768.extern  extern            00:00:05     00:00:00    80       4K COMPLETED  
245768.0       python            00:00:05    01:02.888     1    3728K COMPLETED  
245769         adj_test.sl       00:00:05    01:05.992    80          COMPLETED  
245769.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
245769.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245769.0       python            00:00:05    01:05.828     1    3728K COMPLETED  
245770         adj_test.sl       00:00:05    01:02.804    80          COMPLETED  
245770.batch   batch             00:00:05    00:00.164    80    3748K COMPLETED  
245770.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245770.0       python            00:00:05    01:02.640     1    3724K COMPLETED  
245771         adj_test.sl       00:00:07    01:04.932    80          COMPLETED  
245771.batch   batch             00:00:07    00:00.160    80    3744K COMPLETED  
245771.extern  extern            00:00:07     00:00:00    80    1352K COMPLETED  
245771.0       python            00:00:06    01:04.772     1    3728K COMPLETED  
245772         FWT_emod3d_sh+    00:01:41     08:06:03   320          COMPLETED  
245772.batch   batch             00:01:41    00:00.760    80   13208K COMPLETED  
245772.extern  extern            00:01:41     00:00:00   320    1348K COMPLETED  
245772.0       emod3d-mpi        00:00:39     02:58:51   320   15760K COMPLETED  
245772.1       merge_P3-mpi      00:01:00     05:07:11   320  142700K COMPLETED  
245774         FWT_emod3d_sh+    00:01:44     08:18:22   320          COMPLETED  
245774.batch   batch             00:01:44    00:00.800    80   13200K COMPLETED  
245774.extern  extern            00:01:44     00:00:00   320    1352K COMPLETED  
245774.0       emod3d-mpi        00:00:44     03:22:50   320   15980K COMPLETED  
245774.1       merge_P3-mpi      00:00:58     04:55:31   320  145884K COMPLETED  
245775         FWT_emod3d_sh+    00:01:33     07:15:10   320          COMPLETED  
245775.batch   batch             00:01:33    00:00.748    80   13224K COMPLETED  
245775.extern  extern            00:01:33     00:00:00   320    1352K COMPLETED  
245775.0       emod3d-mpi        00:00:32     02:24:16   320  150476K COMPLETED  
245775.1       merge_P3-mpi      00:00:57     04:50:53   320  142184K COMPLETED  
245776         FWT_emod3d_sh+    00:01:38     07:44:25   320          COMPLETED  
245776.batch   batch             00:01:38    00:00.768    80   13204K COMPLETED  
245776.extern  extern            00:01:38     00:00:00   320    1352K COMPLETED  
245776.0       emod3d-mpi        00:00:38     02:55:17   320   15752K COMPLETED  
245776.1       merge_P3-mpi      00:00:57     04:49:07   320  142992K COMPLETED  
245778         adj_test.sl       00:00:07    01:22.916    80          COMPLETED  
245778.batch   batch             00:00:07    00:00.168    80    3744K COMPLETED  
245778.extern  extern            00:00:08     00:00:00    80       4K COMPLETED  
245778.0       python            00:00:07    01:22.748     1    3720K COMPLETED  
245779         adj_test.sl       00:00:06    01:15.356    80          COMPLETED  
